algorithm_id,bit_rule,contamination_id,geometry_id,point_count,m1_l1_locality,m1_l2_locality,recall_8_64,miad
A5_pca_compact_hilbert,C4_hybrid,D1,E1,269.0,189235 ± 7.7e+04,0.000247211 ± 0.000188,0.732807 ± 0.0392,3.04848 ± 0.627
A5_pca_compact_hilbert,C4_hybrid,D1,E1,403.0,209232 ± 1.34e+05,7.59156e-05 ± 3.34e-05,0.751427 ± 0.0483,2.68391 ± 0.523
A5_pca_compact_hilbert,C4_hybrid,D1,E2,269.0,1.54333e+06 ± 1.06e+06,0.000397447 ± 0.000403,0.753625 ± 0.0207,4.85916 ± 1.46
A5_pca_compact_hilbert,C4_hybrid,D1,E2,403.0,1.59373e+06 ± 7.59e+05,0.000176445 ± 0.000177,0.754715 ± 0.0759,4.46502 ± 1.26
A5_pca_compact_hilbert,C4_hybrid,D1,E5,269.0,188.611 ± 77.5,3.35348e-06 ± 1.02e-06,0.82277 ± 0.00688,0.358386 ± 0.0159
A5_pca_compact_hilbert,C4_hybrid,D1,E5,403.0,229.962 ± 65.9,9.08536e-07 ± 9.98e-07,0.810856 ± 0.0152,0.311713 ± 0.0203
A5_pca_compact_hilbert,C4_hybrid,D1,E6,269.0,356.183 ± 83.4,1.20996e-05 ± 6.29e-06,0.818959 ± 0.0136,0.487233 ± 0.0227
A5_pca_compact_hilbert,C4_hybrid,D1,E6,403.0,475.696 ± 145,3.51148e-06 ± 1.47e-06,0.791749 ± 0.0152,0.408605 ± 0.0183
A5_pca_compact_hilbert,C4_hybrid,D1,E7,269.0,622.605 ± 228,1.53038e-05 ± 6.68e-06,0.801859 ± 0.0136,0.480174 ± 0.0288
A5_pca_compact_hilbert,C4_hybrid,D1,E7,403.0,606.749 ± 132,1.735e-06 ± 6.65e-07,0.816439 ± 0.00896,0.415202 ± 0.00897
A5_pca_compact_hilbert,C4_hybrid,D1,E8,269.0,9960.12 ± 8.53e+03,6.99911e-06 ± 8.38e-06,0.745074 ± 0.0192,1.45302 ± 0.183
A5_pca_compact_hilbert,C4_hybrid,D1,E8,403.0,11074.5 ± 1.31e+04,4.74907e-06 ± 8.08e-06,0.735608 ± 0.0167,1.26677 ± 0.122
A5_pca_compact_hilbert,C4_hybrid,D2,E0,294.0,11349.9 ± 6.62e+03,3.19196e-05 ± 2.4e-05,0.758418 ± 0.025,2.12163 ± 0.0984
A5_pca_compact_hilbert,C4_hybrid,D2,E0,442.0,14438.3 ± 7.08e+03,5.49914e-06 ± 2.27e-06,0.674265 ± 0.0222,1.92153 ± 0.141
A5_pca_compact_hilbert,C4_hybrid,D2,E1,294.0,154321 ± 1.16e+05,0.000234002 ± 0.000171,0.775255 ± 0.0418,4.17699 ± 0.648
A5_pca_compact_hilbert,C4_hybrid,D2,E1,442.0,177781 ± 7.54e+04,0.00012298 ± 0.00017,0.754977 ± 0.0188,4.10072 ± 0.876
A5_pca_compact_hilbert,C4_hybrid,D2,E2,294.0,901763 ± 3.11e+05,0.000499723 ± 0.000426,0.791241 ± 0.0795,6.87549 ± 1.6
A5_pca_compact_hilbert,C4_hybrid,D2,E2,442.0,1.10266e+06 ± 9.01e+05,0.000307783 ± 0.00022,0.799378 ± 0.0777,6.82769 ± 2.3
A5_pca_compact_hilbert,C4_hybrid,D2,E5,294.0,193.551 ± 120,2.23595e-06 ± 1.68e-06,0.812075 ± 0.0169,0.495945 ± 0.045
A5_pca_compact_hilbert,C4_hybrid,D2,E5,442.0,153.653 ± 90.9,8.00351e-07 ± 5.26e-07,0.813631 ± 0.0266,0.435196 ± 0.0318
A5_pca_compact_hilbert,C4_hybrid,D2,E6,294.0,389.682 ± 246,8.31259e-06 ± 4.61e-06,0.787585 ± 0.0123,0.64497 ± 0.0616
A5_pca_compact_hilbert,C4_hybrid,D2,E6,442.0,328.605 ± 164,2.57115e-06 ± 1.23e-06,0.793043 ± 0.0102,0.558997 ± 0.028
A5_pca_compact_hilbert,C4_hybrid,D2,E7,294.0,478.731 ± 272,1.43875e-05 ± 7.33e-06,0.810799 ± 0.013,0.649276 ± 0.0288
A5_pca_compact_hilbert,C4_hybrid,D2,E7,442.0,679.96 ± 124,2.87238e-06 ± 2.35e-06,0.824491 ± 0.0105,0.53715 ± 0.0175
A5_pca_compact_hilbert,C4_hybrid,D2,E8,294.0,20161.5 ± 1.05e+04,1.4157e-05 ± 1.48e-05,0.744048 ± 0.0491,2.0321 ± 0.113
A5_pca_compact_hilbert,C4_hybrid,D2,E8,442.0,12964.1 ± 4.13e+03,4.82691e-06 ± 3.77e-06,0.732014 ± 0.0272,1.80611 ± 0.175
A5_pca_compact_hilbert,C4_hybrid,D3,E0,320.0,7734.19 ± 3.84e+03,4.60281e-05 ± 4.87e-05,0.701641 ± 0.0207,2.57295 ± 0.204
A5_pca_compact_hilbert,C4_hybrid,D3,E0,480.0,9378.54 ± 2.09e+03,6.24132e-06 ± 4.88e-06,0.710313 ± 0.00944,2.22425 ± 0.127
A5_pca_compact_hilbert,C4_hybrid,D3,E1,320.0,165360 ± 1.95e+05,0.000202713 ± 0.00017,0.772813 ± 0.0151,5.14829 ± 0.661
A5_pca_compact_hilbert,C4_hybrid,D3,E1,480.0,159195 ± 9.59e+04,9.55701e-05 ± 9.13e-05,0.765104 ± 0.0226,4.61215 ± 0.94
A5_pca_compact_hilbert,C4_hybrid,D3,E2,320.0,1.06858e+06 ± 9.1e+05,0.000661831 ± 0.000222,0.793359 ± 0.0347,8.3162 ± 2.47
A5_pca_compact_hilbert,C4_hybrid,D3,E2,480.0,979931 ± 9.13e+05,0.000137882 ± 8.89e-05,0.79026 ± 0.0606,7.72559 ± 2.45
A5_pca_compact_hilbert,C4_hybrid,D3,E5,320.0,262.083 ± 265,2.64029e-06 ± 1.21e-06,0.810625 ± 0.0364,0.569866 ± 0.0392
A5_pca_compact_hilbert,C4_hybrid,D3,E5,480.0,174.861 ± 92,6.30327e-07 ± 6.55e-07,0.81224 ± 0.029,0.487541 ± 0.0395
A5_pca_compact_hilbert,C4_hybrid,D3,E6,320.0,330.693 ± 184,9.07315e-06 ± 4.24e-06,0.806406 ± 0.021,0.724689 ± 0.0363
A5_pca_compact_hilbert,C4_hybrid,D3,E6,480.0,344.726 ± 160,3.39327e-06 ± 1.99e-06,0.7975 ± 0.0186,0.622194 ± 0.0447
A5_pca_compact_hilbert,C4_hybrid,D3,E7,320.0,511.862 ± 253,1.36583e-05 ± 3.75e-06,0.82625 ± 0.0189,0.732005 ± 0.0148
A5_pca_compact_hilbert,C4_hybrid,D3,E7,480.0,195.983 ± 108,2.24912e-06 ± 2.24e-06,0.807813 ± 0.00514,0.637187 ± 0.0123
A5_pca_compact_hilbert,C4_hybrid,D3,E8,320.0,9733.3 ± 6.77e+03,1.09589e-05 ± 9.11e-06,0.762031 ± 0.0459,2.33986 ± 0.117
A5_pca_compact_hilbert,C4_hybrid,D3,E8,480.0,12171.4 ± 4.83e+03,4.03907e-06 ± 3.64e-06,0.743958 ± 0.0169,2.15072 ± 0.14
A5_pca_compact_hilbert,C4_hybrid,D4,E0,320.0,31357.2 ± 8.15e+03,3.58534e-06 ± 3.38e-06,0.781094 ± 0.0253,0.785824 ± 0.0363
A5_pca_compact_hilbert,C4_hybrid,D4,E0,480.0,35332.6 ± 8.41e+03,1.85356e-06 ± 1.34e-06,0.75401 ± 0.0137,0.667053 ± 0.0337
A5_pca_compact_hilbert,C4_hybrid,D4,E1,320.0,657387 ± 8.28e+04,3.32719e-05 ± 3.36e-05,0.825313 ± 0.0249,1.52137 ± 0.0878
A5_pca_compact_hilbert,C4_hybrid,D4,E1,480.0,861804 ± 3.64e+05,3.05955e-05 ± 4.07e-05,0.795625 ± 0.0172,1.33489 ± 0.163
A5_pca_compact_hilbert,C4_hybrid,D4,E2,320.0,4.82643e+06 ± 7.37e+05,0.000275866 ± 0.000338,0.875078 ± 0.0377,2.20855 ± 0.0577
A5_pca_compact_hilbert,C4_hybrid,D4,E2,480.0,6.29798e+06 ± 3.08e+06,0.000101807 ± 0.000178,0.814375 ± 0.0341,1.90284 ± 0.178
A5_pca_compact_hilbert,C4_hybrid,D4,E5,320.0,644.121 ± 7.11,8.54005e-08 ± 8.02e-08,0.834609 ± 0.00514,0.224571 ± 0.00145
A5_pca_compact_hilbert,C4_hybrid,D4,E5,480.0,643.996 ± 5.16,3.25041e-08 ± 3.98e-08,0.818385 ± 0.0027,0.186002 ± 0.00225
A5_pca_compact_hilbert,C4_hybrid,D4,E6,320.0,1519.63 ± 15.2,8.8176e-08 ± 9.73e-08,0.837109 ± 0.00373,0.298295 ± 0.0013
A5_pca_compact_hilbert,C4_hybrid,D4,E6,480.0,1530.41 ± 11.1,5.23108e-08 ± 5.13e-08,0.828594 ± 0.00529,0.245543 ± 0.00111
A5_pca_compact_hilbert,C4_hybrid,D4,E7,320.0,2127.14 ± 86.8,8.96657e-08 ± 5.76e-08,0.816797 ± 0.00625,0.332194 ± 0.0049
A5_pca_compact_hilbert,C4_hybrid,D4,E7,480.0,2283.64 ± 82.5,3.54291e-08 ± 2.54e-08,0.77224 ± 0.00664,0.262198 ± 0.00256
A5_pca_compact_hilbert,C4_hybrid,D4,E8,320.0,35007.7 ± 5.11e+03,5.81045e-06 ± 6.15e-06,0.815625 ± 0.0271,0.715289 ± 0.0151
A5_pca_compact_hilbert,C4_hybrid,D4,E8,480.0,40987.3 ± 9.21e+03,2.46252e-06 ± 7.98e-07,0.776563 ± 0.0257,0.636789 ± 0.013
A5b_robust_frame_morton,C0_uniform,D0,E0,256.0,108.875 ± 43.7,7.1238e-05 ± 6.8e-05,0.761621 ± 0.0221,0.835134 ± 0.0265
A5b_robust_frame_morton,C0_uniform,D0,E0,384.0,176.445 ± 78,7.5669e-06 ± 6.23e-06,0.728841 ± 0.0245,0.748442 ± 0.0152
A5b_robust_frame_morton,C0_uniform,D0,E1,256.0,7222.22 ± 4.85e+03,0.00017367 ± 0.000151,0.61582 ± 0.0281,2.54759 ± 0.377
A5b_robust_frame_morton,C0_uniform,D0,E1,384.0,5529.05 ± 3.24e+03,5.50184e-05 ± 5.38e-05,0.627279 ± 0.0193,2.35563 ± 0.329
A5b_robust_frame_morton,C0_uniform,D0,E2,256.0,44308.3 ± 2.5e+04,0.00034806 ± 0.000258,0.512305 ± 0.0293,4.90924 ± 0.754
A5b_robust_frame_morton,C0_uniform,D0,E2,384.0,86950.3 ± 9.68e+04,8.56735e-05 ± 9.04e-05,0.537956 ± 0.033,4.50635 ± 0.733
A5b_robust_frame_morton,C0_uniform,D0,E5,256.0,10.218 ± 1.62,3.06512e-06 ± 1.1e-06,0.830762 ± 0.00469,0.237613 ± 0.0085
A5b_robust_frame_morton,C0_uniform,D0,E5,384.0,10.7417 ± 0.63,4.50989e-07 ± 1.02e-07,0.808268 ± 0.00978,0.199898 ± 0.0037
A5b_robust_frame_morton,C0_uniform,D0,E6,256.0,16.1125 ± 0.711,5.87246e-06 ± 3.25e-06,0.759863 ± 0.0067,0.425785 ± 0.00726
A5b_robust_frame_morton,C0_uniform,D0,E6,384.0,16.6537 ± 0.368,3.23803e-06 ± 1.53e-07,0.770898 ± 0.0114,0.347119 ± 0.0108
A5b_robust_frame_morton,C0_uniform,D0,E7,256.0,62.888 ± 2.89,2.33362e-05 ± 4.4e-06,0.753223 ± 0.00689,0.468806 ± 0.0193
A5b_robust_frame_morton,C0_uniform,D0,E7,384.0,56.8881 ± 3.33,2.04336e-06 ± 8.65e-08,0.757812 ± 0.00688,0.403294 ± 0.00518
A5b_robust_frame_morton,C0_uniform,D0,E8,256.0,190.408 ± 80.8,8.6174e-06 ± 7.92e-06,0.746094 ± 0.0282,0.780379 ± 0.0273
A5b_robust_frame_morton,C0_uniform,D0,E8,384.0,203.036 ± 53.3,6.53336e-06 ± 5.81e-06,0.736458 ± 0.0248,0.695695 ± 0.0445
A5b_robust_frame_morton,C0_uniform,D1,E0,269.0,10373.7 ± 6.15e+03,1.86709e-05 ± 2.07e-05,0.7329 ± 0.0183,1.64491 ± 0.109
A5b_robust_frame_morton,C0_uniform,D1,E0,403.0,25297.7 ± 1.88e+04,1.62067e-05 ± 1.2e-05,0.722084 ± 0.028,1.45104 ± 0.0616
A5b_robust_frame_morton,C0_uniform,D1,E1,269.0,709757 ± 8.75e+05,8.77076e-05 ± 6.89e-05,0.60539 ± 0.0256,4.22845 ± 0.873
A5b_robust_frame_morton,C0_uniform,D1,E1,403.0,1.32016e+06 ± 6.3e+05,3.66228e-05 ± 2.97e-05,0.637717 ± 0.0236,4.04542 ± 0.423
A5b_robust_frame_morton,C0_uniform,D1,E2,269.0,4.07091e+06 ± 3.94e+06,0.000247595 ± 0.00024,0.503625 ± 0.0281,7.46677 ± 1.65
A5b_robust_frame_morton,C0_uniform,D1,E2,403.0,4.83387e+06 ± 2.85e+06,8.47959e-05 ± 6.13e-05,0.555893 ± 0.0172,6.89194 ± 1.01
A5b_robust_frame_morton,C0_uniform,D1,E5,269.0,547.697 ± 433,4.20513e-06 ± 1.09e-06,0.793494 ± 0.0159,0.485262 ± 0.0376
A5b_robust_frame_morton,C0_uniform,D1,E5,403.0,358.448 ± 431,4.87506e-07 ± 1.56e-07,0.775124 ± 0.00952,0.397269 ± 0.0171
A5b_robust_frame_morton,C0_uniform,D1,E6,269.0,931.031 ± 767,9.04989e-06 ± 8.31e-06,0.746375 ± 0.00518,0.743143 ± 0.044
A5b_robust_frame_morton,C0_uniform,D1,E6,403.0,1032.49 ± 859,3.11268e-06 ± 1.5e-07,0.756514 ± 0.00476,0.617371 ± 0.0227
A5b_robust_frame_morton,C0_uniform,D1,E7,269.0,1377.2 ± 1.01e+03,2.40569e-05 ± 3.39e-06,0.752881 ± 0.00368,0.78702 ± 0.029
A5b_robust_frame_morton,C0_uniform,D1,E7,403.0,2386.15 ± 1.48e+03,3.13085e-06 ± 1.99e-06,0.740695 ± 0.0209,0.712735 ± 0.0433
A5b_robust_frame_morton,C0_uniform,D1,E8,269.0,20824.8 ± 1.5e+04,6.55507e-06 ± 7.59e-06,0.741914 ± 0.0199,1.52317 ± 0.141
A5b_robust_frame_morton,C0_uniform,D1,E8,403.0,24560 ± 1.25e+04,8.92822e-06 ± 7.01e-06,0.737531 ± 0.015,1.33931 ± 0.0995
A5b_robust_frame_morton,C0_uniform,D2,E0,294.0,25160.3 ± 2.51e+04,5.17428e-05 ± 5.1e-05,0.714541 ± 0.0253,2.33733 ± 0.165
A5b_robust_frame_morton,C0_uniform,D2,E0,442.0,40744.8 ± 1.65e+04,1.18704e-05 ± 1.11e-05,0.698303 ± 0.00601,2.06493 ± 0.0809
A5b_robust_frame_morton,C0_uniform,D2,E1,294.0,990600 ± 3.99e+05,0.000133098 ± 0.000188,0.597789 ± 0.0291,6.26375 ± 0.651
A5b_robust_frame_morton,C0_uniform,D2,E1,442.0,1.56252e+06 ± 5e+05,3.11204e-05 ± 3.23e-05,0.615215 ± 0.0141,5.7329 ± 0.551
A5b_robust_frame_morton,C0_uniform,D2,E2,294.0,8.90006e+06 ± 6.46e+06,0.000201313 ± 0.000162,0.500765 ± 0.0367,11.6911 ± 2.33
A5b_robust_frame_morton,C0_uniform,D2,E2,442.0,1.33525e+07 ± 2.36e+06,6.25252e-05 ± 8.41e-05,0.539253 ± 0.0167,10.3504 ± 1.15
A5b_robust_frame_morton,C0_uniform,D2,E5,294.0,720.239 ± 472,3.19495e-06 ± 1.28e-06,0.760034 ± 0.0195,0.679906 ± 0.0606
A5b_robust_frame_morton,C0_uniform,D2,E5,442.0,974.15 ± 740,4.33685e-07 ± 1.73e-07,0.743495 ± 0.0246,0.609592 ± 0.0531
A5b_robust_frame_morton,C0_uniform,D2,E6,294.0,1287.57 ± 950,8.02888e-06 ± 2.79e-06,0.709949 ± 0.0135,0.98115 ± 0.0979
A5b_robust_frame_morton,C0_uniform,D2,E6,442.0,2249.81 ± 1e+03,3.36215e-06 ± 3.58e-07,0.73224 ± 0.00164,0.884773 ± 0.0522
A5b_robust_frame_morton,C0_uniform,D2,E7,294.0,4272.22 ± 1.55e+03,1.8859e-05 ± 3.78e-06,0.715306 ± 0.0126,1.13554 ± 0.0894
A5b_robust_frame_morton,C0_uniform,D2,E7,442.0,4319.94 ± 2.4e+03,2.24531e-06 ± 1.61e-06,0.722851 ± 0.0117,0.947329 ± 0.0549
A5b_robust_frame_morton,C0_uniform,D2,E8,294.0,29451.8 ± 1.79e+04,6.67011e-06 ± 6.88e-06,0.720493 ± 0.0237,2.16766 ± 0.109
A5b_robust_frame_morton,C0_uniform,D2,E8,442.0,36080.3 ± 2.01e+04,7.11993e-06 ± 9.03e-06,0.707014 ± 0.0222,2.03121 ± 0.102
A5b_robust_frame_morton,C0_uniform,D3,E0,320.0,39608 ± 1.38e+04,2.77994e-05 ± 2.5e-05,0.701719 ± 0.0116,2.61529 ± 0.197
A5b_robust_frame_morton,C0_uniform,D3,E0,480.0,39241.3 ± 1.92e+04,4.33078e-06 ± 3.38e-06,0.681615 ± 0.0307,2.32721 ± 0.123
A5b_robust_frame_morton,C0_uniform,D3,E1,320.0,1.18577e+06 ± 7.77e+05,0.000111326 ± 0.000107,0.587109 ± 0.0288,7.17955 ± 0.913
A5b_robust_frame_morton,C0_uniform,D3,E1,480.0,1.67665e+06 ± 2.49e+05,3.63936e-05 ± 4.2e-05,0.622292 ± 0.0283,6.32414 ± 0.67
A5b_robust_frame_morton,C0_uniform,D3,E2,320.0,8.28399e+06 ± 5.47e+06,0.000151821 ± 0.000125,0.498906 ± 0.038,12.8791 ± 2.17
A5b_robust_frame_morton,C0_uniform,D3,E2,480.0,1.28401e+07 ± 2.08e+06,8.44003e-05 ± 7.76e-05,0.547708 ± 0.0306,11.458 ± 1.42
A5b_robust_frame_morton,C0_uniform,D3,E5,320.0,637.89 ± 348,2.65769e-06 ± 1.32e-06,0.726094 ± 0.0147,0.780405 ± 0.0566
A5b_robust_frame_morton,C0_uniform,D3,E5,480.0,1103.66 ± 575,4.84978e-07 ± 1.92e-07,0.725417 ± 0.0291,0.694921 ± 0.0632
A5b_robust_frame_morton,C0_uniform,D3,E6,320.0,2135.68 ± 838,9.09738e-06 ± 4.27e-06,0.688359 ± 0.0155,1.15147 ± 0.0637
A5b_robust_frame_morton,C0_uniform,D3,E6,480.0,2068.25 ± 909,3.01883e-06 ± 4.2e-07,0.714115 ± 0.00923,0.961841 ± 0.0465
A5b_robust_frame_morton,C0_uniform,D3,E7,320.0,4596.8 ± 1.75e+03,1.94449e-05 ± 3.64e-06,0.708594 ± 0.00903,1.25711 ± 0.0893
A5b_robust_frame_morton,C0_uniform,D3,E7,480.0,4531.92 ± 1.26e+03,1.65541e-06 ± 1.14e-07,0.700417 ± 0.0103,1.03131 ± 0.0324
A5b_robust_frame_morton,C0_uniform,D3,E8,320.0,34313.3 ± 1.64e+04,7.59698e-06 ± 4.75e-06,0.705078 ± 0.0254,2.56777 ± 0.0949
A5b_robust_frame_morton,C0_uniform,D3,E8,480.0,35896.5 ± 1.27e+04,3.33726e-06 ± 3.96e-06,0.694375 ± 0.0219,2.29245 ± 0.0908
A5b_robust_frame_morton,C0_uniform,D4,E0,320.0,32656 ± 7.66e+03,7.72118e-06 ± 4.02e-06,0.807109 ± 0.0168,0.913986 ± 0.0464
A5b_robust_frame_morton,C0_uniform,D4,E0,480.0,36780 ± 6.62e+03,2.85916e-06 ± 3.27e-06,0.775573 ± 0.0272,0.859278 ± 0.0433
A5b_robust_frame_morton,C0_uniform,D4,E1,320.0,855112 ± 3.29e+05,4.17849e-05 ± 3.52e-05,0.681016 ± 0.0174,2.80764 ± 0.895
A5b_robust_frame_morton,C0_uniform,D4,E1,480.0,960549 ± 3.13e+05,3.8137e-05 ± 6.31e-05,0.686562 ± 0.0174,2.37812 ± 0.66
A5b_robust_frame_morton,C0_uniform,D4,E2,320.0,6.05548e+06 ± 2.24e+06,0.00020992 ± 0.000269,0.5825 ± 0.0516,5.34126 ± 4.07
A5b_robust_frame_morton,C0_uniform,D4,E2,480.0,7.95437e+06 ± 3.35e+06,5.66765e-05 ± 0.000137,0.612708 ± 0.0165,4.45498 ± 2.19
A5b_robust_frame_morton,C0_uniform,D4,E5,320.0,666.339 ± 14.3,1.02905e-07 ± 9.48e-08,0.814297 ± 0.0195,0.240204 ± 0.00512
A5b_robust_frame_morton,C0_uniform,D4,E5,480.0,655.5 ± 23.7,2.84052e-08 ± 1.4e-08,0.763385 ± 0.015,0.194521 ± 0.00645
A5b_robust_frame_morton,C0_uniform,D4,E6,320.0,1902.6 ± 270,1.18346e-07 ± 1.36e-07,0.794844 ± 0.0226,0.410663 ± 0.0443
A5b_robust_frame_morton,C0_uniform,D4,E6,480.0,1863.26 ± 272,5.59391e-08 ± 2.93e-08,0.807031 ± 0.0491,0.342159 ± 0.0407
A5b_robust_frame_morton,C0_uniform,D4,E7,320.0,2088.64 ± 139,1.00902e-07 ± 8.69e-08,0.790078 ± 0.0139,0.467357 ± 0.0686
A5b_robust_frame_morton,C0_uniform,D4,E7,480.0,2670.8 ± 489,3.67847e-08 ± 3.26e-08,0.784792 ± 0.0118,0.543102 ± 0.0535
A5b_robust_frame_morton,C0_uniform,D4,E8,320.0,37065.1 ± 8.67e+03,5.20088e-06 ± 5.67e-06,0.790781 ± 0.0236,0.958262 ± 0.214
A5b_robust_frame_morton,C0_uniform,D4,E8,480.0,37837.5 ± 1.04e+04,3.49951e-06 ± 4.08e-06,0.778958 ± 0.0106,0.811887 ± 0.0916
A5b_robust_frame_morton,C1_monotone_half,D0,E0,256.0,115.336 ± 58,5.36832e-05 ± 3.34e-05,0.741016 ± 0.0396,1.65029 ± 0.0816
A5b_robust_frame_morton,C1_monotone_half,D0,E0,384.0,105.237 ± 51.6,2.82066e-05 ± 1.95e-05,0.633398 ± 0.012,1.60145 ± 0.0622
A5b_robust_frame_morton,C1_monotone_half,D0,E1,256.0,128.489 ± 27.2,0.000871051 ± 0.000765,0.997852 ± 0.0011,1.69834 ± 0.0925
A5b_robust_frame_morton,C1_monotone_half,D0,E1,384.0,128.447 ± 27.6,0.000251656 ± 0.000113,0.983594 ± 0.00884,1.58749 ± 0.0638
A5b_robust_frame_morton,C1_monotone_half,D0,E2,256.0,599.195 ± 169,0.0017592 ± 0.00116,1 ± 0,1.75428 ± 0.0771
A5b_robust_frame_morton,C1_monotone_half,D0,E2,384.0,555.873 ± 244,0.000889389 ± 0.000533,0.999089 ± 0.00119,1.65511 ± 0.0801
A5b_robust_frame_morton,C1_monotone_half,D0,E5,256.0,7.38623 ± 0.785,1.65565e-05 ± 4.59e-06,0.984277 ± 0.00362,0.691126 ± 0.0194
A5b_robust_frame_morton,C1_monotone_half,D0,E5,384.0,6.63657 ± 1.25,6.70579e-06 ± 2.3e-06,0.946875 ± 0.00302,0.56646 ± 0.0394
A5b_robust_frame_morton,C1_monotone_half,D0,E6,256.0,15.6573 ± 2.28,4.62973e-05 ± 1.39e-05,0.950781 ± 0.00301,0.749651 ± 0.0304
A5b_robust_frame_morton,C1_monotone_half,D0,E6,384.0,15.8148 ± 1.82,2.54828e-05 ± 4.47e-06,0.884049 ± 0.00956,0.671589 ± 0.00794
A5b_robust_frame_morton,C1_monotone_half,D0,E7,256.0,1.0131 ± 0.0113,0.000114468 ± 2.65e-05,0.999707 ± 0.000332,0.692393 ± 0.0237
A5b_robust_frame_morton,C1_monotone_half,D0,E7,384.0,1.00908 ± 0.0115,3.40315e-05 ± 9.18e-06,0.99349 ± 0.0023,0.635117 ± 0.0113
A5b_robust_frame_morton,C1_monotone_half,D0,E8,256.0,141.571 ± 80.5,3.14325e-05 ± 2.56e-05,0.87207 ± 0.0218,1.25749 ± 0.158
A5b_robust_frame_morton,C1_monotone_half,D0,E8,384.0,181.268 ± 108,1.1715e-05 ± 1.37e-05,0.78431 ± 0.0411,1.24797 ± 0.1
A5b_robust_frame_morton,C1_monotone_half,D1,E0,269.0,17908.1 ± 7.48e+03,6.28053e-05 ± 2.55e-05,0.734758 ± 0.0501,2.10497 ± 0.186
A5b_robust_frame_morton,C1_monotone_half,D1,E0,403.0,37669.6 ± 2.87e+04,1.72947e-05 ± 1.51e-05,0.609305 ± 0.0298,2.1098 ± 0.218
A5b_robust_frame_morton,C1_monotone_half,D1,E1,269.0,246706 ± 2.87e+05,0.000524398 ± 0.000302,0.893494 ± 0.247,3.3827 ± 1.31
A5b_robust_frame_morton,C1_monotone_half,D1,E1,403.0,252293 ± 2.1e+05,0.000133858 ± 0.000166,0.808251 ± 0.208,3.22785 ± 1.12
A5b_robust_frame_morton,C1_monotone_half,D1,E2,269.0,1.51272e+06 ± 1.44e+06,0.00109977 ± 0.000559,0.911431 ± 0.226,5.10755 ± 2.78
A5b_robust_frame_morton,C1_monotone_half,D1,E2,403.0,2.10048e+06 ± 2e+06,0.000605007 ± 0.000618,0.841315 ± 0.22,5.01922 ± 2.42
A5b_robust_frame_morton,C1_monotone_half,D1,E5,269.0,421.47 ± 418,1.67251e-05 ± 4.65e-06,0.967937 ± 0.0135,0.616432 ± 0.0369
A5b_robust_frame_morton,C1_monotone_half,D1,E5,403.0,477.955 ± 322,3.1789e-06 ± 6.29e-07,0.883437 ± 0.0383,0.573556 ± 0.0438
A5b_robust_frame_morton,C1_monotone_half,D1,E6,269.0,882.694 ± 268,3.41158e-05 ± 1.69e-05,0.93039 ± 0.0127,0.782498 ± 0.093
A5b_robust_frame_morton,C1_monotone_half,D1,E6,403.0,881.729 ± 506,2.30672e-05 ± 6.24e-06,0.836352 ± 0.0238,0.724107 ± 0.0745
A5b_robust_frame_morton,C1_monotone_half,D1,E7,269.0,162.468 ± 53,7.27237e-05 ± 1.59e-05,0.996004 ± 0.00229,0.734555 ± 0.0301
A5b_robust_frame_morton,C1_monotone_half,D1,E7,403.0,159.629 ± 61.2,1.65931e-05 ± 4.94e-06,0.982506 ± 0.0037,0.693033 ± 0.0502
A5b_robust_frame_morton,C1_monotone_half,D1,E8,269.0,15568.3 ± 7.85e+03,1.25382e-05 ± 7.33e-06,0.770632 ± 0.114,2.04027 ± 0.335
A5b_robust_frame_morton,C1_monotone_half,D1,E8,403.0,20211.3 ± 8.78e+03,8.5406e-06 ± 7.42e-06,0.655459 ± 0.125,2.06697 ± 0.254
A5b_robust_frame_morton,C1_monotone_half,D2,E0,294.0,22964.4 ± 1.04e+04,7.82785e-05 ± 2.61e-05,0.739201 ± 0.0421,3.23387 ± 0.384
A5b_robust_frame_morton,C1_monotone_half,D2,E0,442.0,34791.2 ± 1.16e+04,2.1355e-05 ± 2.19e-05,0.630034 ± 0.0445,3.29899 ± 0.109
A5b_robust_frame_morton,C1_monotone_half,D2,E1,294.0,386733 ± 5.82e+05,0.000408877 ± 0.000372,0.889541 ± 0.238,5.8142 ± 2.14
A5b_robust_frame_morton,C1_monotone_half,D2,E1,442.0,315888 ± 2.63e+05,0.00015613 ± 0.000112,0.875113 ± 0.03,5.95782 ± 2.03
A5b_robust_frame_morton,C1_monotone_half,D2,E2,294.0,2.69821e+06 ± 4.58e+06,0.00100664 ± 0.000919,0.905612 ± 0.221,9.4299 ± 4.77
A5b_robust_frame_morton,C1_monotone_half,D2,E2,442.0,2.08477e+06 ± 2.11e+06,0.000460463 ± 0.000437,0.907127 ± 0.0425,10.0922 ± 5.13
A5b_robust_frame_morton,C1_monotone_half,D2,E5,294.0,553.603 ± 210,1.86566e-05 ± 4.26e-06,0.952466 ± 0.0128,0.885409 ± 0.0662
A5b_robust_frame_morton,C1_monotone_half,D2,E5,442.0,884.384 ± 245,3.24741e-06 ± 1.53e-06,0.858201 ± 0.0426,0.925742 ± 0.0848
A5b_robust_frame_morton,C1_monotone_half,D2,E6,294.0,1410.09 ± 292,3.32067e-05 ± 6.86e-06,0.916922 ± 0.0114,1.173 ± 0.106
