runlist,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,geometry_id,point_count,clean_point_count,seed,frame_estimator,sort_seconds_off,sort_seconds_all,sort_seconds_all_minus_off,sort_seconds_all_minus_off_percent,miad_off,miad_all,miad_all_minus_off,miad_all_minus_off_percent,m1_l1_locality_off,m1_l1_locality_all,m1_l1_locality_all_minus_off,m1_l1_locality_all_minus_off_percent,l1_locality_off,l1_locality_all,l1_locality_all_minus_off,l1_locality_all_minus_off_percent,m1_l2_locality_off,m1_l2_locality_all,m1_l2_locality_all_minus_off,m1_l2_locality_all_minus_off_percent,l2_locality_off,l2_locality_all,l2_locality_all_minus_off,l2_locality_all_minus_off_percent,recall_8_64_off,recall_8_64_all,recall_8_64_all_minus_off,recall_8_64_all_minus_off_percent,block_read_mean_off,block_read_mean_all,block_read_mean_all_minus_off,block_read_mean_all_minus_off_percent,block_read_p95_off,block_read_p95_all,block_read_p95_all_minus_off,block_read_p95_all_minus_off_percent,cache_miss_rate_off,cache_miss_rate_all,cache_miss_rate_all_minus_off,cache_miss_rate_all_minus_off_percent,kendall_tau_clean_off,kendall_tau_clean_all,kendall_tau_clean_all_minus_off,kendall_tau_clean_all_minus_off_percent,frame_angle_rad_off,frame_angle_rad_all,frame_angle_rad_all_minus_off,frame_angle_rad_all_minus_off_percent
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E6,256.0,256.0,4.0,none,0.000291244,0.002376513,0.002085269,715.986938787,0.309613449334,0.205003262478,-0.104610186856,-33.7873522876,2.11419259394,0.421633984048,-1.6925586099,-80.0569737471,,,,,5.1177798559e-06,5.36865141747e-06,2.50871561564e-07,4.90196078431,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E7,256.0,256.0,0.0,none,0.000171997,0.001970025,0.001798028,1045.38334971,0.354652566364,0.216282716264,-0.138369850101,-39.0156066032,2.86022729949,1.14107198857,-1.71915531092,-60.1055486474,,,,,9.84391816477e-06,9.6957511171e-06,-1.48167047669e-07,-1.50516334238,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E7,256.0,256.0,1.0,none,0.000149364,0.002018837,0.001869473,1251.62221151,0.354046741569,0.220342422783,-0.133704318786,-37.7645952039,2.86022729949,1.16946363146,-1.69076366803,-59.112912751,,,,,9.88991778236e-06,9.6957511171e-06,-1.94166665262e-07,-1.96327886171,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E7,256.0,256.0,2.0,none,0.000220459,0.001984272,0.001763813,800.063957471,0.355154516658,0.219681866046,-0.135472650613,-38.1447072354,2.86022729949,1.16946363146,-1.69076366803,-59.112912751,,,,,9.88991778236e-06,9.78988462309e-06,-1.00033159271e-07,-1.01146603513,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E7,256.0,256.0,3.0,none,0.000170103,0.001973571,0.001803468,1060.22116012,0.356808768518,0.218911778248,-0.13789699027,-38.64730983,2.86022729949,1.16946363146,-1.69076366803,-59.112912751,,,,,9.88991778236e-06,9.78988462309e-06,-1.00033159271e-07,-1.01146603513,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E7,256.0,256.0,4.0,none,0.00013674,0.002071417,0.001934677,1414.85812491,0.355800723053,0.220246204104,-0.135554518949,-38.0984383015,2.86022729949,1.16946363146,-1.69076366803,-59.112912751,,,,,9.88991778236e-06,9.6957511171e-06,-1.94166665262e-07,-1.96327886171,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E8,256.0,256.0,0.0,none,0.000228685,0.002442728,0.002214043,968.16275663,0.656905156516,0.501405802093,-0.155499354422,-23.6715076568,31.6320135752,20.032721931,-11.5992916442,-36.669469734,,,,,6.45406532481e-06,6.12668519964e-06,-3.27380125172e-07,-5.07246376812,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E8,256.0,256.0,1.0,none,0.000130829,0.001950728,0.001819899,1391.05167814,0.607570595847,0.467511115119,-0.140059480728,-23.0523797046,91.6649339824,28.3322536354,-63.3326803469,-69.0915027104,,,,,3.83817947151e-06,3.76242592931e-06,-7.57535422008e-08,-1.97368421053,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E8,256.0,256.0,2.0,none,0.00013679,0.001991745,0.001854955,1356.06038453,0.598006302093,0.500151177577,-0.0978551245159,-16.3635607474,31.6540498746,21.8828066425,-9.77124323218,-30.8688564998,,,,,5.91899180078e-06,5.91899180078e-06,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E8,256.0,256.0,3.0,none,0.000135708,0.002099178,0.00196347,1446.8343797,0.610543161012,0.486173091275,-0.124370069737,-20.3703976523,75.8309483987,22.8560884484,-52.9748599504,-69.8591552249,,,,,4.53100794997e-06,4.47460536139e-06,-5.64025885889e-08,-1.24481327801,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D0,clean,E8,256.0,256.0,4.0,none,0.000137331,0.002330256,0.002192925,1596.81717893,0.596951477335,0.475495575379,-0.121455901956,-20.346025861,23.1882715774,19.7900706568,-3.39820092064,-14.6548262957,,,,,2.65792680509e-06,2.70669610426e-06,4.87692991759e-08,1.83486238532,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E0,269.0,256.0,0.0,none,0.000237151,0.0020945,0.001857349,783.192565075,1.45937790112,1.25953515718,-0.199842743941,-13.6936939902,5303.36745611,4133.77723537,-1169.59022074,-22.0537277573,,,,,0.000149395207471,5.37822746895e-05,-9.56129327813e-05,-64,,,,,,,,,,,,,,,,,,,,,0.366789215686,0.374693627451,0.00790441176471,2.1550283996,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E0,269.0,256.0,1.0,none,0.000137211,0.002727086,0.002589875,1887.51266298,1.46094105907,1.21588824144,-0.24505281763,-16.7736279372,6368.9494316,8598.50577577,2229.55634416,35.0066579756,,,,,3.08984812836e-05,2.6532391537e-05,-4.36608974659e-06,-14.1304347826,,,,,,,,,,,,,,,,,,,,,0.299448529412,0.318382352941,0.0189338235294,6.32289748312,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E0,269.0,256.0,2.0,none,0.000139695,0.002145517,0.002005822,1435.85811947,1.50291523697,1.32736869117,-0.1755465458,-11.680402293,6268.5945606,6324.49572901,55.9011684047,0.891765576228,,,,,2.72782495567e-05,2.79867755193e-05,7.08525962513e-07,2.5974025974,,,,,,,,,,,,,,,,,,,,,0.420159313725,0.421262254902,0.00110294117647,0.262505468864,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E0,269.0,256.0,3.0,none,0.000140697,0.00324774,0.003107043,2208.32213906,1.3575055443,1.06095099173,-0.296554552572,-21.8455500102,6481.31562567,4265.73975948,-2215.57586619,-34.1840452487,,,,,2.23977550815e-05,2.29396362528e-05,5.41881171326e-07,2.41935483871,,,,,,,,,,,,,,,,,,,,,0.414828431373,0.424387254902,0.00955882352941,2.30428360414,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E0,269.0,256.0,4.0,none,0.000143182,0.002753575,0.002610393,1823.12930396,1.28133741029,1.01315471331,-0.268182696986,-20.9299045538,9049.65051135,4442.04219455,-4607.6083168,-50.9147652832,,,,,2.57277904236e-05,2.4655799156e-05,-1.07199126765e-06,-4.16666666667,,,,,,,,,,,,,,,,,,,,,0.191666666667,0.175857843137,-0.0158088235294,-8.24808184143,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E1,269.0,256.0,0.0,none,0.000141249,0.002140376,0.001999127,1415.32117042,3.28483429029,2.72380493957,-0.561029350725,-17.0793806063,137317.978482,79248.9247729,-58069.0537089,-42.2880196395,,,,,0.000146663666169,0.000140624574033,-6.03909213638e-06,-4.11764705882,,,,,,,,,,,,,,,,,,,,,0.343382352941,0.355514705882,0.0121323529412,3.53319057816,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E1,269.0,256.0,1.0,none,0.000140097,0.002825352,0.002685255,1916.71127861,3.84404815878,2.40290730977,-1.44114084901,-37.4901871538,207153.564233,133414.813587,-73738.7506464,-35.5961776084,,,,,0.000179485703062,0.000165368850012,-1.41168530498e-05,-7.86516853933,,,,,,,,,,,,,,,,,,,,,0.305269607843,0.295036764706,-0.0102328431373,-3.35206744279,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E1,269.0,256.0,2.0,none,0.000146869,0.002081795,0.001934926,1317.45024478,3.24834580316,2.49955583952,-0.748789963643,-23.0514239868,108176.904345,64390.5732012,-43786.331144,-40.4765984098,,,,,0.000313774614288,0.000326759314775,1.29847004866e-05,4.13822530418,,,,,,,,,,,,,,,,,,,,,0.45931372549,0.460110294118,0.000796568627451,0.173425827108,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E1,269.0,256.0,3.0,none,0.000158542,0.003192536,0.003033994,1913.68470185,3.42439327214,2.30920229868,-1.11519097346,-32.5660893722,485773.465639,362273.527359,-123499.93828,-25.4233602731,,,,,0.000153395988586,0.00041475184966,0.000261355861074,170.37985379,,,,,,,,,,,,,,,,,,,,,0.482843137255,0.49375,0.0109068627451,2.25888324873,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E1,269.0,256.0,4.0,none,0.000144044,0.003080965,0.002936921,2038.90547333,2.91368619126,2.07013693614,-0.843549255122,-28.9512733956,162051.296913,55990.3890985,-106060.907815,-65.4489719213,,,,,0.000311419090206,0.000318116274942,6.69718473562e-06,2.15053763441,,,,,,,,,,,,,,,,,,,,,-0.0122549019608,-0.0030637254902,0.00919117647059,-75,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E2,269.0,256.0,0.0,none,0.000139305,0.002446776,0.002307471,1656.41649618,5.66981603372,4.64469275394,-1.02512327978,-18.0803622849,926272.318662,504004.838308,-422267.480353,-45.5878332803,,,,,0.00120871589048,0.0011823151742,-2.64007162739e-05,-2.18419534995,,,,,,,,,,,,,,,,,,,,,0.394117647059,0.397732843137,0.00361519607843,0.917288557214,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E2,269.0,256.0,1.0,none,0.000174612,0.002086264,0.001911652,1094.79989921,7.15013821822,3.76425852731,-3.38587969091,-47.3540453005,1575148.14101,862928.928028,-712219.212984,-45.2160145729,,,,,0.000396866200276,0.000423395210151,2.65290098753e-05,6.68462314424,,,,,,,,,,,,,,,,,,,,,0.314093137255,0.321568627451,0.00747549019608,2.38002341007,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E2,269.0,256.0,2.0,none,0.000140818,0.002825051,0.002684233,1906.17179622,5.56006544729,4.2078884207,-1.35217702658,-24.3194444275,851027.732407,437538.161874,-413489.570533,-48.5870853308,,,,,0.000148885052858,0.000138154598598,-1.07304542601e-05,-7.20720720721,,,,,,,,,,,,,,,,,,,,,0.483455882353,0.466789215686,-0.0166666666667,-3.4474017744,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E2,269.0,256.0,3.0,none,0.000176325,0.002450944,0.002274619,1290.01502907,6.22775403644,3.82900238769,-2.39875164875,-38.5171224604,3980978.25954,2973505.61746,-1007472.64208,-25.3071626218,,,,,0.000320595590092,0.000374028188441,5.34325983487e-05,16.6666666667,,,,,,,,,,,,,,,,,,,,,0.523835784314,0.547242647059,0.0234068627451,4.46835887238,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E2,269.0,256.0,4.0,none,0.000175233,0.002451685,0.002276452,1299.10005535,4.76747652423,3.25325726001,-1.51421926422,-31.7614414361,1009502.68732,355343.365246,-654159.322074,-64.8001565811,,,,,0.000810049692633,0.000776993103187,-3.30565894457e-05,-4.08081007207,,,,,,,,,,,,,,,,,,,,,-0.181924019608,-0.18431372549,-0.00238970588235,1.3135735938,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E5,269.0,256.0,0.0,none,0.000141819,0.002447878,0.002306059,1626.05786249,0.434089607029,0.333181283544,-0.100908323485,-23.2459662361,139.803962315,139.803962315,0,0,,,,,2.24367415952e-06,2.27873156826e-06,3.50574087425e-08,1.5625,,,,,,,,,,,,,,,,,,,,,0.513480392157,0.528125,0.0146446078431,2.85202863962,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E5,269.0,256.0,1.0,none,0.00014195,0.001682632,0.001540682,1085.3694963,0.438459278312,0.335425461754,-0.103033816559,-23.4990617499,242.401138965,360.1416075,117.740468536,48.5725723231,,,,,1.71083322284e-06,1.72491415471e-06,1.40809318752e-08,0.82304526749,,,,,,,,,,,,,,,,,,,,,0.521629901961,0.52199754902,0.000367647058824,0.0704804416774,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E5,269.0,256.0,2.0,none,0.00014212,0.002600015,0.002457895,1729.4504644,0.44339195659,0.357622761836,-0.085769194754,-19.3438770098,265.601556416,265.601556416,0,0,,,,,1.85760516983e-06,1.82089360521e-06,-3.67115646211e-08,-1.97628458498,,,,,,,,,,,,,,,,,,,,,0.669117647059,0.668933823529,-0.000183823529412,-0.0274725274725,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E5,269.0,256.0,3.0,none,0.000141068,0.00207917,0.001938102,1373.87784615,0.404880725253,0.298588732335,-0.106291992918,-26.2526680794,277.129937837,146.183974953,-130.945962883,-47.2507459517,,,,,2.70936879739e-06,2.69922134871e-06,-1.01474486793e-08,-0.374531835206,,,,,,,,,,,,,,,,,,,,,0.647977941176,0.648651960784,0.000674019607843,0.10401891253,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E5,269.0,256.0,4.0,none,0.000227994,0.002091664,0.00186367,817.420633876,0.401640034702,0.294900374574,-0.106739660129,-26.5759513261,331.469818309,134.653061492,-196.816756817,-59.3769767097,,,,,2.16197376934e-06,2.15261457554e-06,-9.35919380668e-09,-0.4329004329,,,,,,,,,,,,,,,,,,,,,0.268382352941,0.26556372549,-0.00281862745098,-1.0502283105,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E6,269.0,256.0,0.0,none,0.000147481,0.002083329,0.001935848,1312.60840379,0.649362283073,0.491120000682,-0.15824228239,-24.368874897,299.772743229,274.233250883,-25.539492346,-8.51961791819,,,,,3.69574736347e-06,3.45419524821e-06,-2.41552115259e-07,-6.53594771242,,,,,,,,,,,,,,,,,,,,,0.675,0.701470588235,0.0264705882353,3.92156862745,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E6,269.0,256.0,1.0,none,0.000141169,0.00326331,0.003122141,2211.63357394,0.615311591713,0.439729611008,-0.175581980705,-28.5354579809,452.281209881,512.736614845,60.4554049636,13.3667735123,,,,,3.16612217435e-06,3.38379307384e-06,2.17670899487e-07,6.875,,,,,,,,,,,,,,,,,,,,,0.650612745098,0.64987745098,-0.000735294117647,-0.113015633829,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E6,269.0,256.0,2.0,none,0.00014179,0.00207364,0.00193185,1362.47267085,0.639994644868,0.48630471021,-0.153689934658,-24.014253227,632.159595437,567.859252278,-64.3003431593,-10.1715363689,,,,,6.44502284117e-06,5.56307234711e-06,-8.81950494055e-07,-13.6842105263,,,,,,,,,,,,,,,,,,,,,0.703125,0.704779411765,0.00165441176471,0.235294117647,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E6,269.0,256.0,3.0,none,0.000140347,0.002091885,0.001951538,1390.50923782,0.580924896385,0.41921458173,-0.161710314655,-27.8366989711,593.272974809,614.266312982,20.9933381732,3.5385630333,,,,,5.70419213106e-06,4.60170121497e-06,-1.10249091609e-06,-19.3277310924,,,,,,,,,,,,,,,,,,,,,0.668321078431,0.682659313725,0.0143382352941,2.14541120381,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E6,269.0,256.0,4.0,none,0.000143342,0.002158812,0.00201547,1406.05684307,0.578108382433,0.42329446418,-0.154813918253,-26.7793934421,715.554341268,708.901010155,-6.65333111301,-0.929814932185,,,,,4.42067437507e-06,4.395121344e-06,-2.55530310698e-08,-0.578034682081,,,,,,,,,,,,,,,,,,,,,0.391973039216,0.39068627451,-0.00128676470588,-0.328278880725,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E7,269.0,256.0,0.0,none,0.000142982,0.002070254,0.001927272,1347.91232463,0.702046980569,0.50466255086,-0.197384429709,-28.115558527,595.490611374,486.776809764,-108.71380161,-18.2561739067,,,,,2.1186092166e-05,1.93906606265e-05,-1.79543153949e-06,-8.47457627119,,,,,,,,,,,,,,,,,,,,,0.64681372549,0.654656862745,0.0078431372549,1.21258052293,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E7,269.0,256.0,1.0,none,0.000141559,0.002884283,0.002742724,1937.51298045,0.677589059553,0.453082922295,-0.224506137259,-33.1330817836,535.469642704,360.143845176,-175.325797527,-32.742434593,,,,,1.41078089233e-05,1.55871775976e-05,1.47936867427e-06,10.4861689176,,,,,,,,,,,,,,,,,,,,,0.517647058824,0.550551470588,0.0329044117647,6.35653409091,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E7,269.0,256.0,2.0,none,0.000145446,0.002149144,0.002003698,1377.62331037,0.636125949311,0.449515990636,-0.186609958675,-29.3353790829,407.596327617,233.354840696,-174.241486922,-42.7485419067,,,,,1.24098444162e-05,1.14638024651e-05,-9.46041951007e-07,-7.62331838565,,,,,,,,,,,,,,,,,,,,,0.678982843137,0.702696078431,0.0237132352941,3.49246457901,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E7,269.0,256.0,3.0,none,0.000148773,0.002069973,0.0019212,1291.36335222,0.652252823396,0.443579810176,-0.20867301322,-31.9926577142,551.93417279,391.559175222,-160.374997568,-29.0569066883,,,,,7.93982768644e-06,9.08430735296e-06,1.14447966651e-06,14.4144144144,,,,,,,,,,,,,,,,,,,,,0.625735294118,0.642218137255,0.0164828431373,2.63415589503,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E7,269.0,256.0,4.0,none,0.000140658,0.002164833,0.002024175,1439.07563025,0.625365563019,0.380008876614,-0.245356686405,-39.2341217544,588.952380208,233.977647554,-354.974732654,-60.2722299091,,,,,4.9106201833e-06,4.71419537597e-06,-1.96424807332e-07,-4,,,,,,,,,,,,,,,,,,,,,0.316482843137,0.307169117647,-0.0093137254902,-2.94288480155,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E8,269.0,256.0,0.0,none,0.000140768,0.002075023,0.001934255,1374.07294271,1.45164544188,1.29327597883,-0.158369463048,-10.9096517978,5593.40010943,4970.93805101,-622.462058422,-11.1285094262,,,,,3.86625974266e-05,6.23704026579e-05,2.37078052313e-05,61.3197426176,,,,,,,,,,,,,,,,,,,,,0.273835784314,0.290870098039,0.0170343137255,6.22063101365,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E8,269.0,256.0,1.0,none,0.000140376,0.00244855,0.002308174,1644.27964894,1.2533042891,0.987647556681,-0.265656732422,-21.1965070838,12350.1468109,8233.43120729,-4116.71560365,-33.3333333333,,,,,3.55606912865e-06,3.62964297269e-06,7.3573844041e-08,2.06896551724,,,,,,,,,,,,,,,,,,,,,0.39074754902,0.385968137255,-0.00477941176471,-1.22314567979,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E8,269.0,256.0,2.0,none,0.000139875,0.002461123,0.002321248,1659.51599643,1.41218453518,1.18574226912,-0.226442266059,-16.0348920709,9897.50579969,9897.50579969,0,0,,,,,5.91899180078e-06,5.91899180078e-06,0,0,,,,,,,,,,,,,,,,,,,,,0.406862745098,0.399509803922,-0.00735294117647,-1.80722891566,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E8,269.0,256.0,3.0,none,0.00017878,0.002085293,0.001906513,1066.40172279,1.26668850075,1.0886474928,-0.17804100795,-14.0556267657,8057.5962867,3663.61437323,-4393.98191348,-54.5321676233,,,,,2.44696971973e-06,2.56931820572e-06,1.22348485987e-07,5,,,,,,,,,,,,,,,,,,,,,0.478799019608,0.481801470588,0.00300245098039,0.627079600717,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D1,uniform_bbox,E8,269.0,256.0,4.0,none,0.00014197,0.002076255,0.001934285,1362.46037895,1.19254559742,0.927917373968,-0.264628223452,-22.190197509,11241.1393105,5521.48358502,-5719.65572544,-50.8814593208,,,,,1.71204454987e-05,1.65797998514e-05,-5.40645647328e-07,-3.15789473684,,,,,,,,,,,,,,,,,,,,,0.158700980392,0.158088235294,-0.000612745098039,-0.3861003861,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E0,294.0,256.0,0.0,none,0.000154494,0.002294078,0.002139584,1384.89779538,1.88581469653,1.56859199612,-0.317222700407,-16.8215202157,8815.50160135,3678.55735817,-5136.94424317,-58.2717181106,,,,,3.24708587344e-05,3.51416860746e-05,2.67082734021e-06,8.22530553335,,,,,,,,,,,,,,,,,,,,,0.623161764706,0.636458333333,0.0132965686275,2.133726647,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E0,294.0,256.0,1.0,none,0.000153281,0.002247239,0.002093958,1366.09103542,1.92076557182,1.69899408441,-0.221771487405,-11.5459945065,5081.29506811,5968.62242113,887.327353019,17.4626220506,,,,,8.87629098692e-06,9.3883846977e-06,5.12093710784e-07,5.76923076923,,,,,,,,,,,,,,,,,,,,,0.718075980392,0.734191176471,0.0161151960784,2.24421879,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E0,294.0,256.0,2.0,none,0.000234616,0.003471173,0.003236557,1379.51247997,1.97243047397,1.73201681797,-0.240413656003,-12.188701157,9801.14782202,4808.9448833,-4992.20293873,-50.9348805811,,,,,2.03280814299e-05,2.10717917261e-05,7.43710296216e-07,3.65853658537,,,,,,,,,,,,,,,,,,,,,0.491360294118,0.500367647059,0.00900735294118,1.83314627759,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E0,294.0,256.0,3.0,none,0.000254624,0.003097767,0.002843143,1116.60448347,1.86205161564,1.64302316973,-0.21902844591,-11.7627483616,3597.00268147,3597.00268147,0,0,,,,,8.96428092502e-06,8.99664295002e-06,3.23620250001e-08,0.361010830325,,,,,,,,,,,,,,,,,,,,,0.738174019608,0.750551470588,0.0123774509804,1.67676599983,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E0,294.0,256.0,4.0,none,0.000155285,0.002504725,0.00234944,1512.9858003,1.91625713192,1.68364584058,-0.232611291338,-12.1388349958,6946.44311883,5191.42117024,-1755.02194858,-25.2650445496,,,,,1.39133955748e-05,1.30590642676e-05,-8.54331307226e-07,-6.14035087719,,,,,,,,,,,,,,,,,,,,,0.390441176471,0.395036764706,0.00459558823529,1.17702448211,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E1,294.0,256.0,0.0,none,0.000191334,0.002279319,0.002087985,1091.27755652,4.76161670592,3.75005533321,-1.01156137271,-21.2440739183,177068.382305,72854.6198763,-104213.762428,-58.8550937621,,,,,0.000387818618988,0.000571177070958,0.00018335845197,47.2794350225,,,,,,,,,,,,,,,,,,,,,0.62493872549,0.628370098039,0.00343137254902,0.549073438572,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E1,294.0,256.0,1.0,none,0.000153051,0.00347997,0.003326919,2173.73228532,5.22925367942,3.22951989853,-1.99973378089,-38.2412845787,223163.631866,130795.542833,-92368.0890332,-41.3902965553,,,,,8.83232695964e-06,9.72749523258e-06,8.95168272937e-07,10.1351351351,,,,,,,,,,,,,,,,,,,,,0.703615196078,0.712193627451,0.00857843137255,1.21919359053,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E1,294.0,256.0,2.0,none,0.000164453,0.003342029,0.003177576,1932.20920263,4.51470351267,3.5401416987,-0.974561813975,-21.5863967864,107564.715563,76593.2234973,-30971.4920661,-28.7933565425,,,,,0.000528890315654,0.000552930784548,2.40404688934e-05,4.54545454545,,,,,,,,,,,,,,,,,,,,,0.488786764706,0.477696078431,-0.0110906862745,-2.2690234424,,,,
table_4_outlier,A3_isotropic_hilbert,isotropic_hilbert,C0_uniform,uniform,D2,uniform_bbox,E1,294.0,256.0,3.0,none,0.000153401,0.002249192,0.002095791,1366.21729976,5.55539102241,4.12137112243,-1.43401989998,-25.8131226802,277155.972012,174029.325011,-103126.647001,-37.2088850377,,,,,1.38259554795e-05,1.38259554795e-05,0,0,,,,,,,,,,,,,,,,,,,,,0.689338235294,0.702757352941,0.0134191176471,1.94666666667,,,,
